sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
"Mr. Harris was searching for a job, she said, and was interested in truck driving.",she,"Harris was searching for a job, she said",5,LARGER_SPAN,0.9943952437661446,0.429909064928344
"Anthony Gray, a Brown family attorney pressing a wrongful-death lawsuit against Ferguson, Wilson and his former police chief, suggested that justice will be served on Michael Brown's behalf.",Brown,"Brown family attorney pressing a wrongful-death lawsuit against Ferguson, Wilson and his former police chief",3,LARGER_SPAN,0.9960849203229436,0.8456957073131324
"Relatives and friends described Brown as a quiet teen who stood around 6-foot-3, weighed nearly 300 pounds and was eager to start technical college.",Brown,"Brown as a quiet teen who stood around 6-foot-3, weighed nearly 300 pounds and was eager to start technical college",2,LARGER_SPAN,0.9999996641439444,0.8463236438738221
"Belmar said that between 40 and 50 shots were fired in an exchange that lasted approximately 45 seconds, an amount he described as ""remarkable.""",he,between 40 and 50 shots,3,OTHER,0.9265094438691658,0.40718558883183525
"“For those of us who know Carly, her dominating performance was no surprise,” Anna Epstein, press secretary for Fiorina’s campaign told TheBlaze.",Carly,Fiorina,3,OTHER,0.8239478834814098,0.6469072285371142
Donald Trump's war on Megyn Kelly,Donald Trump's,Donald Trump's,1,CORRECT,0.7797415509229958,0.7797415509229958
Trump’s spat with Fox News began after Kelly asked him during the debate about disparaging comments he had made towards women in the past.,Trump,Trump,1,CORRECT,0.9180907562468139,0.9180907562468139
"But, Kasich is popular with moderates who are skittish about electing another Bush, and this debate allowed him to reach a bigger audience.",Bush,"Bush, and this debate allowed him to reach a bigger audience",2,LARGER_SPAN,0.9984715887256074,0.8602922624507156
"But, Kasich is popular with moderates who are skittish about electing another Bush, and this debate allowed him to reach a bigger audience.",Kasich,"Bush, and this debate allowed him to reach a bigger audience",3,OTHER,0.9984715887256074,0.6150689823322087
Maybe he really is simply rusty.,he,he,1,CORRECT,0.5187832628316676,0.5187832628316676
Did he make any great errors?,he,he,1,CORRECT,0.523057234997787,0.523057234997787
But a recent CNN poll indicates the majority of Americans want the next president to change most of President Obama’s policies.,the next president,Obama,8,OTHER,0.920055675386537,0.11979142385256046
Still voters don’t want a return to the days of President Bush and have expressed their frustration with both presidents by indicating preferences for Trump and Sanders despite their extreme views.,President Bush,Bush,4,SMALLER_SPAN,0.8558212317438767,0.5541645066519543
Still voters don’t want a return to the days of President Bush and have expressed their frustration with both presidents by indicating preferences for Trump and Sanders despite their extreme views.,voters,Bush,6,OTHER,0.8558212317438767,0.2785252663229033
"Drawing on exhaustive, on-the-scene reporting and exclusive interviews with the key players -- including President George W. Bush and Vice President Richard B. Cheney -- Washington Times reporter Bill Sammon has written the definitive account of the most contentious presidential election in U.S. history.",Bill Sammon,Bush and Vice President Richard B. Cheney -- Washington Times reporter Bill Sammon,7,LARGER_SPAN,0.9954213804632266,0.588274801664273
"Desperate to forestall the spectacular collapse of his political career and determined to inflict as much damage as possible on Bush, Gore pulled out all the stops in an extraordinary, thirty-six day campaign of scorched-earth political warfare that propelled the nation to the brink of a constitutional crisis.",Gore,"Bush, Gore pulled out all the stops in an extraordinary",3,LARGER_SPAN,0.9892776862017826,0.8134691155329795
"As senior White House correspondent for the Washington Times, Sammon has been granted extraordinary access to the president and his closest confidants, from political gurus Karl Rove and Andy Card to foreign policy advisers Colin Powell and Condoleezza Rice.",Sammon,Karl Rove,5,OTHER,0.7078128097603149,0.5537475453343164
"In an October 27, 2002, review of Fighting Back for The Washington Times, Sammon's employer at the time, Roger Fontaine writes that in the book, Sammon ""makes no secret of his admiration of the president -- which is fine -- there is plenty of the opposite from other journalists and pundits who don't fare too well in this account.""",Sammon,Fighting Back for The Washington Times,2,OTHER,0.9018941765095493,0.7250921688803675
"In an October 27, 2002, review of Fighting Back for The Washington Times, Sammon's employer at the time, Roger Fontaine writes that in the book, Sammon ""makes no secret of his admiration of the president -- which is fine -- there is plenty of the opposite from other journalists and pundits who don't fare too well in this account.""",Roger Fontaine,Fighting Back for The Washington Times,4,OTHER,0.9018941765095493,0.5058091257801725
"Sammon subsequently appeared on multiple Fox programs -- and penned an article for FoxNews.com -- promoting Obama's ties to ""Marxists.""",Fox,Obama,2,OTHER,0.9183728742683002,0.8329989479492547
"On the other hand, Mr. Sanders argued Sunday that he is better positioned to win the Democratic nomination than either Mr. Biden or Mrs. Clinton, who are both viewed as members of the party establishment.",Clinton,"Biden or Mrs. Clinton, who are both viewed as members of the party establishment",5,LARGER_SPAN,0.9997051041080282,0.7284250328596568
She’s a disaster because of arrogance.”,She,She,1,CORRECT,0.915715722830407,0.915715722830407
"“She has the most money and she is beating every Republican in most of the polls,” Jennifer Palmieri, a spokeswoman for the campaign, told CNN on Sunday.",She,She,1,CORRECT,0.6033853640925808,0.6033853640925808
"People, at least if Cuban is to be believed (and I think he is), aren't really listening to the specifics of what Trump is saying.",Cuban,Trump,6,OTHER,0.8312784248979164,0.2748657825960114
Trump would do better.,Trump,Trump,1,CORRECT,0.9112350128765399,0.9112350128765399
"Yes, Trump's unscriptedness is a trait more politicians can and should adopt.",Trump,Trump,1,CORRECT,0.9049783237466339,0.9049783237466339
And maybe that’s part of the beauty of Sarah Palin.,Sarah Palin,Sarah Palin,1,CORRECT,0.8109689699945997,0.8109689699945997
I think she’s terrific.”,she,she,1,CORRECT,0.7266287747644834,0.7266287747644834
"“And I think people know that, and she’s got a following that’s unbelievable.",she,she,1,CORRECT,0.6382668934939106,0.6382668934939106
Former prison employee Joyce Mitchell pleaded guilty today to helping two convicted murderers escape from a maximum security prison last month in New York.,Joyce Mitchell,Former prison employee Joyce Mitchell,2,LARGER_SPAN,0.6480212897306541,0.6236597331614602
"The fact is Hillary wants to punish success in order to grow government, and that means the biggest loser will be our economy,"" he said.",Hillary,"Hillary wants to punish success in order to grow government, and that means the biggest loser will be our economy",2,LARGER_SPAN,0.999999874966114,0.8010279995331014
It also reveals the deeply wonky side of Clinton.,Clinton,the deeply wonky side,3,OTHER,0.8649185508019556,0.8267948075920261
"Voters in all three states gave Clinton low marks for honesty and trustworthiness, with 62 percent of Colorado voters saying she is not honest or trustworthy, compared to only 34 percent who think she is.",Clinton,"Clinton low marks for honesty and trustworthiness, with 62 percent of Colorado voters saying she is not honest or trustworthy",2,LARGER_SPAN,0.9999960194888563,0.7796114241027132
"Voters in all three states gave Clinton low marks for honesty and trustworthiness, with 62 percent of Colorado voters saying she is not honest or trustworthy, compared to only 34 percent who think she is.",Colorado,"Clinton low marks for honesty and trustworthiness, with 62 percent of Colorado voters saying she is not honest or trustworthy",4,LARGER_SPAN,0.9999960194888563,0.4424915006813422
"But those numbers are not quite as bad when compared to those of Donald Trump, who polled negative favorability of almost 2-to-1 in all three states (Quinnipiac did not test Clinton-Trump general-election matchups, despite his current standing in primary polls).",Clinton,Donald Trump,2,OTHER,0.6480457606478213,0.517483299746308
"Matched up with Bush, Clinton trails 36 percent to 41 percent in Colorado; 36 percent to 42 percent in Iowa; and 39 percent to 42 percent in Virginia.",Colorado,percent to 42 percent in Iowa; and 39 percent,8,COORDINATION_ERROR,0.9933258655171877,0.48995051622775043
"… Hillary Clinton is not honest and trustworthy, Virginia voters say 55 - 39 percent.",Hillary Clinton,"Hillary Clinton is not honest and trustworthy, Virginia voters say 55 - 39 percent",2,LARGER_SPAN,0.9999733109246662,0.7212965517856716
"In Colorado, Iowa, and Virginia, Hillary Clinton’s “honest and trustworthy” numbers are underwater by double digits.",Hillary Clinton,Iowa,2,OTHER,0.700773744056885,0.5484738567344205
"In Colorado, Iowa, and Virginia, Hillary Clinton’s “honest and trustworthy” numbers are underwater by double digits.",Colorado,Iowa,3,OTHER,0.700773744056885,0.5372800993190585
Hillary Clinton’s look almost as bad:,Clinton,Hillary Clinton,2,LARGER_SPAN,0.9354682474982183,0.580352195707829
"One other key takeaway is that Vice President Joseph Biden, who is considering a 2016 run, does better than Clinton on honesty and on caring about voter needs, always a key Democratic strong point.""",Clinton,"Clinton on honesty and on caring about voter needs, always a key Democratic strong point",4,LARGER_SPAN,0.9998420922018256,0.745071980724232
The Club for Growth is concluding its research into Kasich’s broader record on issues of economic freedom.,Kasich,Kasich,1,CORRECT,0.7864190781317288,0.7864190781317288
"Kasich, known for his bluntness, was overwhelmingly re-elected last year to a second term as governor, winning bipartisan support for cutting taxes and improving the state economy.",Kasich,Kasich,1,CORRECT,0.6714350576169973,0.6714350576169973
"The son of a postman from working-class McKees Rocks, Pa., Mr. Kasich won his first election, to the Ohio Senate, when he was 24.",Mr. Kasich,"Kasich won his first election, to the Ohio Senate",3,OTHER,0.9919747907960363,0.7533955976882156
"“I’m with the veterans all the time,” he said.",he,he,1,CORRECT,0.519492219690524,0.519492219690524
"“I was not too impressed,” she said, noting Mr. Trump’s comment about not seeking God’s forgiveness.",Mr. Trump,Trump,2,SMALLER_SPAN,0.9321614456673247,0.8817996017413986
“He’s not a war hero.,He,He,1,CORRECT,0.8546382850032547,0.8546382850032547
"I’ve backed John McCain — raised, I think, $1 million for John McCain when he let us down.",John McCain,"John McCain — raised, I think",2,LARGER_SPAN,0.9753086593359627,0.787267167183734
